"","place","room_type","price","neighbourhood_cleansed","minimum_nights"
"1865","Antwerp","Entire home/apt",286,"Theaterbuurt-Meir",2
"1866","Antwerp","Private room",14,"Brederode",1
"1867","Antwerp","Entire home/apt",275,"Borgerhout Intra Muros Noord",2
"1868","Antwerp","Entire home/apt",241,"Historisch Centrum",1
"1869","Antwerp","Entire home/apt",66,"Historisch Centrum",1
"1870","Antwerp","Entire home/apt",241,"Hoboken - Centrum",2
"1871","Antwerp","Hotel room",99,"Centraal Station",1
"1872","Antwerp","Entire home/apt",76,"Brederode",1
"1873","Antwerp","Entire home/apt",259,"Stuivenberg",2
"1874","Antwerp","Entire home/apt",25,"Sint-Andries",2
"1875","Antwerp","Entire home/apt",36,"Sint-Andries",1
"1876","Antwerp","Entire home/apt",275,"Groenenhoek",3
"1877","Antwerp","Entire home/apt",36,"Sint-Andries",1
"1878","Antwerp","Entire home/apt",36,"Sint-Andries",1
"1879","Antwerp","Private room",178,"Centraal Station",2
"1880","Antwerp","Entire home/apt",36,"Sint-Andries",1
"1881","Antwerp","Entire home/apt",107,"Historisch Centrum",1
"1882","Antwerp","Entire home/apt",163,"Historisch Centrum",1
"1883","Antwerp","Private room",138,"Middelheim",1
"1884","Antwerp","Entire home/apt",272,"Universiteitsbuurt",1
"1885","Antwerp","Entire home/apt",67,"Brederode",1
"1886","Antwerp","Entire home/apt",243,"Amandus - Atheneum",1
"1887","Antwerp","Private room",106,"Amandus - Atheneum",2
"1888","Antwerp","Entire home/apt",238,"Sint-Andries",3
"1889","Antwerp","Private room",225,"Theaterbuurt-Meir",1
"1890","Antwerp","Entire home/apt",132,"Eilandje",2
"1891","Antwerp","Entire home/apt",243,"Historisch Centrum",1
"1892","Antwerp","Private room",266,"Historisch Centrum",1
"1893","Antwerp","Entire home/apt",243,"Borgerhout Intra Muros Zuid",2
"1894","Antwerp","Private room",162,"Nieuw - Kwartier Oost",1
"1895","Antwerp","Private room",266,"Markgrave",2
"1896","Antwerp","Entire home/apt",214,"Theaterbuurt-Meir",1
"1897","Antwerp","Entire home/apt",225,"Brederode",1
"1898","Antwerp","Entire home/apt",214,"Historisch Centrum",1
"1899","Antwerp","Entire home/apt",249,"Stadspark",3
"1900","Antwerp","Entire home/apt",266,"Middelheim",1
"1901","Antwerp","Private room",55,"Nieuw - Kwartier Oost",5
"1902","Antwerp","Entire home/apt",281,"Theaterbuurt-Meir",2
"1903","Antwerp","Private room",238,"Oud - Merksem",1
"1904","Antwerp","Entire home/apt",289,"Oud - Berchem",2
"1905","Antwerp","Entire home/apt",14,"Historisch Centrum",1
"1906","Antwerp","Private room",182,"Groenenhoek",1
"1907","Antwerp","Private room",209,"Amandus - Atheneum",1
"1908","Antwerp","Entire home/apt",275,"Nieuw - Kwartier Oost",2
"1909","Antwerp","Entire home/apt",234,"Zurenborg",1
"1910","Antwerp","Entire home/apt",225,"Stadspark",4
"1911","Antwerp","Entire home/apt",34,"Brederode",1
"1912","Antwerp","Entire home/apt",203,"Stuivenberg",1
"1913","Antwerp","Entire home/apt",162,"Groenenhoek",3
"1914","Antwerp","Private room",214,"Universiteitsbuurt",2
"1915","Antwerp","Private room",182,"Borgerhout Intra Muros Zuid",2
"1916","Antwerp","Private room",234,"Linkeroever",1
"1917","Antwerp","Entire home/apt",289,"Stuivenberg",1
"1918","Antwerp","Entire home/apt",43,"Historisch Centrum",2
"1919","Antwerp","Entire home/apt",214,"Historisch Centrum",1
"1920","Antwerp","Entire home/apt",266,"Zurenborg",1
"1921","Antwerp","Entire home/apt",243,"Historisch Centrum",3
"1922","Antwerp","Entire home/apt",249,"Borgerhout Extra Muros",2
"1923","Antwerp","Entire home/apt",14,"Amandus - Atheneum",1
"1924","Antwerp","Entire home/apt",243,"Universiteitsbuurt",2
"1925","Antwerp","Entire home/apt",36,"Historisch Centrum",2
"1926","Antwerp","Entire home/apt",266,"Zuid",2
"1927","Antwerp","Private room",203,"Eilandje",3
"1928","Antwerp","Private room",225,"Haringrode",1
"1929","Antwerp","Entire home/apt",281,"Sint-Andries",2
"1930","Antwerp","Entire home/apt",281,"Centraal Station",1
"1931","Antwerp","Entire home/apt",269,"Deurne Zuid West",2
"1932","Antwerp","Entire home/apt",259,"Sint-Andries",2
"1933","Antwerp","Private room",243,"Markgrave",1
"1934","Antwerp","Private room",263,"Markgrave",2
"1935","Antwerp","Private room",182,"Zurenborg",2
"1936","Antwerp","Entire home/apt",295,"Haringrode",2
"1937","Antwerp","Private room",214,"Historisch Centrum",1
"1938","Antwerp","Entire home/apt",302,"Stadspark",7
"1939","Antwerp","Entire home/apt",302,"Stadspark",7
"1940","Antwerp","Entire home/apt",302,"Stadspark",7
"1941","Antwerp","Entire home/apt",243,"Nieuw - Kwartier West",3
"1942","Antwerp","Private room",151,"Historisch Centrum",1
"1943","Antwerp","Entire home/apt",302,"Stadspark",7
"1944","Antwerp","Entire home/apt",259,"Groenenhoek",1
"1945","Antwerp","Entire home/apt",240,"Historisch Centrum",2
"1946","Antwerp","Entire home/apt",196,"Amandus - Atheneum",1
"1947","Antwerp","Shared room",144,"Deurne Zuid Oost",1
"1948","Antwerp","Entire home/apt",241,"Zuid",5
"1949","Antwerp","Entire home/apt",266,"Theaterbuurt-Meir",1
"1950","Antwerp","Entire home/apt",14,"Centraal Station",2
"1951","Antwerp","Entire home/apt",25,"Historisch Centrum",1
"1952","Antwerp","Private room",225,"Zurenborg",2
"1953","Antwerp","Entire home/apt",14,"Tentoonstellingswijk",2
"1954","Antwerp","Entire home/apt",14,"Historisch Centrum",1
"1955","Antwerp","Private room",203,"Stuivenberg",1
"1956","Antwerp","Shared room",275,"Borgerhout Intra Muros Zuid",1
"1957","Antwerp","Private room",225,"Amandus - Atheneum",1
"1958","Antwerp","Shared room",106,"Borgerhout Intra Muros Noord",1
"1959","Antwerp","Private room",214,"Amandus - Atheneum",1
"1960","Antwerp","Entire home/apt",214,"Historisch Centrum",1
"1961","Antwerp","Entire home/apt",225,"Borgerhout Extra Muros",2
"1962","Antwerp","Entire home/apt",56,"Historisch Centrum",2
"1963","Antwerp","Entire home/apt",25,"Historisch Centrum",1
"1964","Antwerp","Entire home/apt",36,"Eilandje",30
"1965","Antwerp","Entire home/apt",139,"Eilandje",4
"1966","Antwerp","Private room",196,"Historisch Centrum",1
"1967","Antwerp","Private room",245,"Historisch Centrum",2
"1968","Antwerp","Entire home/apt",234,"Zuid",2
"1969","Antwerp","Entire home/apt",289,"Historisch Centrum",2
"1970","Antwerp","Entire home/apt",249,"Amandus - Atheneum",2
"1971","Antwerp","Entire home/apt",243,"Borgerhout Intra Muros Zuid",2
"1972","Antwerp","Entire home/apt",214,"Borgerhout Extra Muros",1
"1973","Antwerp","Entire home/apt",266,"Theaterbuurt-Meir",3
"1974","Antwerp","Entire home/apt",289,"Historisch Centrum",1
"1975","Antwerp","Entire home/apt",127,"Haringrode",2
"1976","Antwerp","Entire home/apt",107,"Markgrave",1
"1977","Antwerp","Entire home/apt",295,"Universiteitsbuurt",1
"1978","Antwerp","Entire home/apt",249,"Zuid",3
"1979","Antwerp","Entire home/apt",66,"Brederode",6
"1980","Antwerp","Entire home/apt",249,"Centraal Station",2
"1981","Antwerp","Private room",90,"Historisch Centrum",1
"1982","Antwerp","Private room",66,"Historisch Centrum",1
"1983","Antwerp","Hotel room",73,"Historisch Centrum",1
"1984","Antwerp","Private room",66,"Historisch Centrum",1
"1985","Antwerp","Private room",66,"Historisch Centrum",1
"1986","Antwerp","Shared room",89,"Borgerhout Intra Muros Noord",1
"1987","Antwerp","Entire home/apt",36,"Historisch Centrum",2
"1988","Antwerp","Entire home/apt",272,"Universiteitsbuurt",1
"1989","Antwerp","Entire home/apt",104,"Markgrave",1
"1990","Antwerp","Entire home/apt",214,"Brederode",180
"1991","Antwerp","Entire home/apt",36,"Zuid",1
"1992","Antwerp","Entire home/apt",266,"Eilandje",1
"1993","Antwerp","Entire home/apt",247,"Historisch Centrum",2
"1994","Antwerp","Entire home/apt",41,"Brederode",2
"1995","Antwerp","Entire home/apt",256,"Theaterbuurt-Meir",1
"1996","Antwerp","Entire home/apt",259,"Amandus - Atheneum",1
"1997","Antwerp","Entire home/apt",25,"Hoogte",4
"1998","Antwerp","Entire home/apt",272,"Historisch Centrum",1
"1999","Antwerp","Entire home/apt",188,"Centraal Station",1
"2000","Antwerp","Entire home/apt",243,"Sint-Andries",1
"2001","Antwerp","Entire home/apt",243,"Stadspark",1
"2002","Antwerp","Entire home/apt",259,"Centraal Station",2
"2003","Antwerp","Entire home/apt",295,"Borgerhout Intra Muros Noord",2
"2004","Antwerp","Entire home/apt",101,"Borgerhout Intra Muros Zuid",2
"2005","Antwerp","Entire home/apt",139,"Stadspark",15
"2006","Antwerp","Private room",14,"Theaterbuurt-Meir",2
"2007","Antwerp","Entire home/apt",214,"Oud - Berchem",3
"2008","Antwerp","Shared room",144,"Deurne Zuid Oost",1
"2009","Antwerp","Entire home/apt",235,"Historisch Centrum",7
"2010","Antwerp","Entire home/apt",46,"Universiteitsbuurt",2
"2011","Antwerp","Entire home/apt",217,"Theaterbuurt-Meir",2
"2012","Antwerp","Entire home/apt",221,"Eilandje",3
"2013","Antwerp","Entire home/apt",275,"Historisch Centrum",2
"2014","Antwerp","Entire home/apt",91,"Centraal Station",1
"2015","Antwerp","Entire home/apt",234,"Centraal Station",2
"2016","Antwerp","Entire home/apt",182,"Brederode",5
"2017","Antwerp","Entire home/apt",107,"Zuid",3
"2018","Antwerp","Entire home/apt",259,"Amandus - Atheneum",1
"2019","Antwerp","Entire home/apt",259,"Hoogte",2
"2020","Antwerp","Entire home/apt",36,"Hoogte",2
"2021","Antwerp","Shared room",119,"Oud - Berchem",1
"2022","Antwerp","Entire home/apt",259,"Kiel",3
"2023","Antwerp","Private room",221,"Oud - Berchem",1
"2024","Antwerp","Private room",182,"Universiteitsbuurt",1
"2025","Antwerp","Entire home/apt",102,"Dam",1
"2026","Antwerp","Entire home/apt",88,"Markgrave",1
"2027","Antwerp","Entire home/apt",14,"Universiteitsbuurt",2
"2028","Antwerp","Entire home/apt",203,"Zuid",30
"2029","Antwerp","Entire home/apt",266,"Dam",1
"2030","Antwerp","Entire home/apt",14,"Universiteitsbuurt",2
"2031","Antwerp","Entire home/apt",14,"Historisch Centrum",2
"2032","Antwerp","Entire home/apt",234,"Universiteitsbuurt",1
"2033","Antwerp","Entire home/apt",295,"Stadspark",1
"2034","Antwerp","Entire home/apt",182,"Amandus - Atheneum",1
"2035","Antwerp","Entire home/apt",266,"Sint-Andries",5
"2036","Antwerp","Entire home/apt",50,"Theaterbuurt-Meir",1
"2037","Antwerp","Entire home/apt",14,"Stadspark",1
"2038","Antwerp","Entire home/apt",225,"Sint-Andries",3
"2039","Antwerp","Entire home/apt",225,"Nieuw - Kwartier Oost",2
"2040","Antwerp","Entire home/apt",182,"Oud - Berchem",90
"2041","Antwerp","Entire home/apt",14,"Sint-Andries",3
"2042","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",3
"2043","Antwerp","Private room",131,"Wilrijk Centrum",2
"2044","Antwerp","Entire home/apt",225,"Stadspark",2
"2045","Antwerp","Entire home/apt",243,"Deurne Zuid West",2
"2046","Antwerp","Entire home/apt",66,"Universiteitsbuurt",1
"2047","Antwerp","Entire home/apt",36,"Historisch Centrum",2
"2048","Antwerp","Entire home/apt",225,"Stadspark",2
"2049","Antwerp","Entire home/apt",203,"Deurne Noord",3
"2050","Antwerp","Entire home/apt",203,"Zuid",30
"2051","Antwerp","Private room",162,"Nieuw - Kwartier Oost",1
"2052","Antwerp","Entire home/apt",56,"Universiteitsbuurt",2
"2053","Antwerp","Entire home/apt",286,"Amandus - Atheneum",7
"2054","Antwerp","Entire home/apt",302,"Stadspark",1
"2055","Antwerp","Entire home/apt",302,"Stadspark",1
"2056","Antwerp","Entire home/apt",302,"Stadspark",1
"2057","Antwerp","Entire home/apt",41,"Theaterbuurt-Meir",1
"2058","Antwerp","Entire home/apt",240,"Historisch Centrum",2
"2059","Antwerp","Shared room",225,"Centraal Station",1
"2060","Antwerp","Entire home/apt",14,"Borgerhout Intra Muros Noord",1
"2061","Antwerp","Private room",138,"Borgerhout Intra Muros Noord",6
"2062","Antwerp","Entire home/apt",281,"Historisch Centrum",1
"2063","Antwerp","Entire home/apt",104,"Markgrave",1
"2064","Antwerp","Entire home/apt",104,"Markgrave",1
"2065","Antwerp","Entire home/apt",104,"Markgrave",1
"2066","Antwerp","Entire home/apt",271,"Borgerhout Extra Muros",1
"2067","Antwerp","Entire home/apt",30,"Hoogte",4
"2068","Antwerp","Entire home/apt",289,"Theaterbuurt-Meir",1
"2069","Antwerp","Entire home/apt",243,"Kiel",1
"2070","Antwerp","Private room",72,"Borgerhout Intra Muros Zuid",1
"2071","Antwerp","Private room",214,"Borgerhout Intra Muros Noord",1
"2072","Antwerp","Entire home/apt",295,"Stadspark",1
"2073","Antwerp","Entire home/apt",185,"Amandus - Atheneum",3
"2074","Antwerp","Entire home/apt",289,"Haringrode",1
"2075","Antwerp","Private room",249,"Groenenhoek",1
"2076","Antwerp","Entire home/apt",203,"Theaterbuurt-Meir",1
"2077","Antwerp","Entire home/apt",225,"Groenenhoek",1
"2078","Antwerp","Entire home/apt",295,"Stadspark",1
"2079","Antwerp","Entire home/apt",14,"Haringrode",1
"2080","Antwerp","Entire home/apt",295,"Stadspark",1
"2081","Antwerp","Entire home/apt",299,"Zuid",1
"2082","Antwerp","Entire home/apt",73,"Eilandje",2
"2083","Antwerp","Entire home/apt",225,"Brederode",2
"2084","Antwerp","Private room",286,"Oud - Berchem",1
"2085","Antwerp","Private room",88,"Haringrode",1
"2086","Antwerp","Entire home/apt",232,"Amandus - Atheneum",45
"2087","Antwerp","Entire home/apt",85,"Eilandje",2
"2088","Antwerp","Entire home/apt",249,"Theaterbuurt-Meir",2
"2089","Antwerp","Entire home/apt",73,"Amandus - Atheneum",2
"2090","Antwerp","Entire home/apt",182,"Theaterbuurt-Meir",1
"2091","Antwerp","Entire home/apt",182,"Theaterbuurt-Meir",1
"2092","Antwerp","Entire home/apt",289,"Universiteitsbuurt",2
"2093","Antwerp","Entire home/apt",182,"Theaterbuurt-Meir",1
"2094","Antwerp","Entire home/apt",243,"Theaterbuurt-Meir",2
"2095","Antwerp","Private room",249,"Borgerhout Intra Muros Zuid",1
"2096","Antwerp","Private room",223,"Borgerhout Intra Muros Zuid",1
"2097","Antwerp","Entire home/apt",56,"Universiteitsbuurt",3
"2098","Antwerp","Entire home/apt",253,"Historisch Centrum",2
"2099","Antwerp","Private room",203,"Brederode",2
"2100","Antwerp","Entire home/apt",182,"Harmonie",2
"2101","Antwerp","Entire home/apt",36,"Ekeren Centrum",7
"2102","Antwerp","Entire home/apt",223,"Deurne Zuid West",2
"2103","Antwerp","Entire home/apt",14,"Borgerhout Extra Muros",2
"2104","Antwerp","Private room",240,"Amandus - Atheneum",1
"2105","Antwerp","Entire home/apt",225,"Amandus - Atheneum",1
"2106","Antwerp","Private room",151,"Borgerhout Intra Muros Noord",2
"2107","Antwerp","Private room",214,"Borgerhout Extra Muros",2
"2108","Antwerp","Entire home/apt",182,"Borgerhout Intra Muros Zuid",7
"2109","Antwerp","Shared room",106,"Zurenborg",1
"2110","Antwerp","Private room",250,"Hoboken - Centrum",3
"2111","Antwerp","Entire home/apt",225,"Haringrode",2
"2112","Antwerp","Entire home/apt",249,"Amandus - Atheneum",1
"2113","Antwerp","Entire home/apt",253,"Universiteitsbuurt",1
"2114","Antwerp","Entire home/apt",203,"Stuivenberg",1
"2115","Antwerp","Entire home/apt",225,"Borgerhout Intra Muros Zuid",2
"2116","Antwerp","Private room",72,"Oud - Merksem",5
"2117","Antwerp","Entire home/apt",36,"Deurne Vlieghaven",1
"2118","Antwerp","Entire home/apt",289,"Historisch Centrum",1
"2119","Antwerp","Entire home/apt",182,"Luchtbal",60
"2120","Antwerp","Entire home/apt",243,"Amandus - Atheneum",29
"2121","Antwerp","Entire home/apt",50,"Centraal Station",2
"2122","Antwerp","Entire home/apt",60,"Theaterbuurt-Meir",3
"2123","Antwerp","Private room",182,"Deurne Zuid West",1
"2124","Antwerp","Entire home/apt",299,"Markgrave",1
"2125","Antwerp","Entire home/apt",293,"Sint-Andries",1
"2126","Antwerp","Entire home/apt",78,"Sint-Andries",2
"2127","Antwerp","Entire home/apt",104,"Markgrave",1
"2128","Antwerp","Entire home/apt",289,"Universiteitsbuurt",4
"2129","Antwerp","Entire home/apt",41,"Oosterveld - Elsdonk",3
"2130","Antwerp","Private room",46,"Zuid",1
"2131","Antwerp","Entire home/apt",182,"Sint-Andries",1
"2132","Antwerp","Entire home/apt",182,"Historisch Centrum",1
"2133","Antwerp","Entire home/apt",182,"Historisch Centrum",1
"2134","Antwerp","Entire home/apt",182,"Sint-Andries",1
"2135","Antwerp","Entire home/apt",266,"Stadspark",1
"2136","Antwerp","Entire home/apt",30,"Stadspark",2
"2137","Antwerp","Entire home/apt",22,"Stadspark",2
"2138","Antwerp","Entire home/apt",196,"Oosterveld - Elsdonk",1
"2139","Antwerp","Entire home/apt",232,"Harmonie",2
"2140","Antwerp","Entire home/apt",225,"Stadspark",2
"2141","Antwerp","Entire home/apt",104,"Theaterbuurt-Meir",1
"2142","Antwerp","Private room",259,"Centraal Station",1
"2143","Antwerp","Entire home/apt",104,"Theaterbuurt-Meir",1
"2144","Antwerp","Entire home/apt",41,"Stadspark",2
"2145","Antwerp","Entire home/apt",104,"Theaterbuurt-Meir",1
"2146","Antwerp","Private room",214,"Zuid",2
"2147","Antwerp","Entire home/apt",104,"Theaterbuurt-Meir",1
"2148","Antwerp","Private room",65,"Oud - Berchem",1
"2149","Antwerp","Entire home/apt",295,"Middelheim",2
"2150","Antwerp","Entire home/apt",73,"Sint-Andries",14
"2151","Antwerp","Entire home/apt",251,"Brederode",1
"2152","Antwerp","Entire home/apt",182,"Universiteitsbuurt",1
"2153","Antwerp","Entire home/apt",158,"Historisch Centrum",1
"2154","Antwerp","Shared room",55,"Zurenborg",1
"2155","Antwerp","Private room",275,"Universiteitsbuurt",1
"2156","Antwerp","Entire home/apt",243,"Brederode",1
"2157","Antwerp","Entire home/apt",2,"Universiteitsbuurt",2
"2158","Antwerp","Entire home/apt",249,"Theaterbuurt-Meir",2
"2159","Antwerp","Entire home/apt",266,"Historisch Centrum",1
"2160","Antwerp","Private room",14,"Brederode",3
"2161","Antwerp","Entire home/apt",266,"Historisch Centrum",2
"2162","Antwerp","Entire home/apt",281,"Oud - Berchem",2
"2163","Antwerp","Entire home/apt",25,"Sint-Andries",2
"2164","Antwerp","Entire home/apt",36,"Eilandje",2
"2165","Antwerp","Private room",234,"Historisch Centrum",2
"2166","Antwerp","Private room",131,"Zurenborg",5
"2167","Antwerp","Entire home/apt",266,"Historisch Centrum",1
"2168","Antwerp","Entire home/apt",261,"Stadspark",28
"2169","Antwerp","Entire home/apt",214,"Amandus - Atheneum",1
"2170","Antwerp","Entire home/apt",257,"Universiteitsbuurt",1
"2171","Antwerp","Entire home/apt",194,"Haringrode",30
"2172","Antwerp","Entire home/apt",214,"Centraal Station",2
"2173","Antwerp","Private room",214,"Borgerhout Intra Muros Zuid",1
"2174","Antwerp","Entire home/apt",203,"Theaterbuurt-Meir",1
"2175","Antwerp","Entire home/apt",14,"Amandus - Atheneum",21
"2176","Antwerp","Private room",241,"Centraal Station",1
"2177","Antwerp","Private room",241,"Centraal Station",1
"2178","Antwerp","Entire home/apt",14,"Sint-Andries",1
"2179","Antwerp","Entire home/apt",299,"Linkeroever",1
"2180","Antwerp","Entire home/apt",203,"Theaterbuurt-Meir",1
"2181","Antwerp","Entire home/apt",249,"Theaterbuurt-Meir",2
"2182","Antwerp","Private room",256,"Centraal Station",1
"2183","Antwerp","Private room",256,"Centraal Station",1
"2184","Antwerp","Private room",241,"Centraal Station",1
"2185","Antwerp","Private room",256,"Centraal Station",1
"2186","Antwerp","Private room",29,"Historisch Centrum",1
"2187","Antwerp","Entire home/apt",14,"Universiteitsbuurt",2
"2188","Antwerp","Private room",196,"Historisch Centrum",1
"2189","Antwerp","Entire home/apt",14,"Historisch Centrum",1
"2190","Antwerp","Private room",182,"Brederode",3
"2191","Antwerp","Entire home/apt",90,"Eilandje",2
"2192","Antwerp","Entire home/apt",289,"Historisch Centrum",4
"2193","Antwerp","Entire home/apt",275,"Stadspark",2
"2194","Antwerp","Entire home/apt",249,"Historisch Centrum",1
"2195","Antwerp","Entire home/apt",30,"Historisch Centrum",4
"2196","Antwerp","Private room",175,"Oud - Berchem",1
"2197","Antwerp","Private room",214,"Amandus - Atheneum",1
"2198","Antwerp","Entire home/apt",36,"Historisch Centrum",1
"2199","Antwerp","Entire home/apt",217,"Dam",1
"2200","Antwerp","Private room",182,"Harmonie",1
"2201","Antwerp","Entire home/apt",163,"Eilandje",2
"2202","Antwerp","Entire home/apt",281,"Stadspark",2
"2203","Antwerp","Shared room",256,"Zurenborg",1
"2204","Antwerp","Private room",188,"Universiteitsbuurt",1
"2205","Antwerp","Entire home/apt",228,"Borgerhout Extra Muros",1
"2206","Antwerp","Entire home/apt",266,"Oud - Berchem",2
"2207","Antwerp","Entire home/apt",66,"Harmonie",1
"2208","Antwerp","Entire home/apt",299,"Historisch Centrum",2
"2209","Antwerp","Entire home/apt",202,"Stadspark",4
"2210","Antwerp","Entire home/apt",121,"Theaterbuurt-Meir",2
"2211","Antwerp","Entire home/apt",36,"Universiteitsbuurt",3
"2212","Antwerp","Entire home/apt",249,"Centraal Station",1
"2213","Antwerp","Entire home/apt",259,"Zurenborg",25
"2214","Antwerp","Entire home/apt",14,"Brederode",1
"2215","Antwerp","Entire home/apt",102,"Eilandje",2
"2216","Antwerp","Entire home/apt",66,"Historisch Centrum",1
"2217","Antwerp","Entire home/apt",265,"Theaterbuurt-Meir",1
"2218","Antwerp","Private room",138,"Deurne Zuid West",2
"2219","Antwerp","Entire home/apt",102,"Eilandje",1
"2220","Antwerp","Entire home/apt",14,"Haringrode",2
"2221","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2222","Antwerp","Entire home/apt",297,"Historisch Centrum",1
"2223","Antwerp","Entire home/apt",266,"Theaterbuurt-Meir",1
"2224","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2225","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2226","Antwerp","Entire home/apt",2,"Universiteitsbuurt",1
"2227","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2228","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2229","Antwerp","Entire home/apt",14,"Historisch Centrum",1
"2230","Antwerp","Entire home/apt",295,"Historisch Centrum",2
"2231","Antwerp","Entire home/apt",289,"Historisch Centrum",2
"2232","Antwerp","Entire home/apt",25,"Theaterbuurt-Meir",2
"2233","Antwerp","Entire home/apt",275,"Theaterbuurt-Meir",7
"2234","Antwerp","Entire home/apt",275,"Stuivenberg",60
"2235","Antwerp","Entire home/apt",225,"Zurenborg",2
"2236","Antwerp","Entire home/apt",7,"Sint-Andries",1
"2237","Antwerp","Entire home/apt",214,"Theaterbuurt-Meir",1
"2238","Antwerp","Entire home/apt",249,"Zuid",2
"2239","Antwerp","Entire home/apt",66,"Centraal Station",1
"2240","Antwerp","Entire home/apt",46,"Stadspark",3
"2241","Antwerp","Entire home/apt",275,"Stadspark",2
"2242","Antwerp","Entire home/apt",240,"Sint-Andries",1
"2243","Antwerp","Entire home/apt",253,"Theaterbuurt-Meir",2
"2244","Antwerp","Entire home/apt",56,"Brederode",2
"2245","Antwerp","Entire home/apt",262,"Historisch Centrum",2
"2246","Antwerp","Entire home/apt",107,"Stadspark",2
"2247","Antwerp","Entire home/apt",234,"Dam",1
"2248","Antwerp","Entire home/apt",295,"Centraal Station",1
"2249","Antwerp","Entire home/apt",234,"Haringrode",1
"2250","Antwerp","Entire home/apt",69,"Zuid",2
"2251","Antwerp","Entire home/apt",66,"Centraal Station",1
"2252","Antwerp","Entire home/apt",214,"Zuid",13
"2253","Antwerp","Entire home/apt",14,"Theaterbuurt-Meir",2
"2254","Antwerp","Entire home/apt",14,"Brederode",2
"2255","Antwerp","Private room",196,"Borgerhout Extra Muros",1
"2256","Antwerp","Entire home/apt",259,"Ekeren Centrum",1
"2257","Antwerp","Entire home/apt",7,"Historisch Centrum",1
"2258","Antwerp","Entire home/apt",7,"Historisch Centrum",1
"2259","Antwerp","Entire home/apt",7,"Centraal Station",1
"2260","Antwerp","Private room",203,"Borgerhout Extra Muros",1
"2261","Antwerp","Entire home/apt",7,"Historisch Centrum",1
"2262","Antwerp","Entire home/apt",8,"Historisch Centrum",1
"2263","Antwerp","Entire home/apt",7,"Theaterbuurt-Meir",1
"2264","Antwerp","Entire home/apt",9,"Sint-Andries",1
"2265","Antwerp","Entire home/apt",9,"Theaterbuurt-Meir",1
"2266","Antwerp","Entire home/apt",9,"Universiteitsbuurt",1
"2267","Antwerp","Entire home/apt",9,"Theaterbuurt-Meir",1
"2268","Antwerp","Private room",275,"Historisch Centrum",2
"2269","Antwerp","Entire home/apt",9,"Theaterbuurt-Meir",1
"2270","Antwerp","Private room",281,"Historisch Centrum",1
"2271","Antwerp","Entire home/apt",9,"Theaterbuurt-Meir",1
"2272","Antwerp","Entire home/apt",9,"Theaterbuurt-Meir",1
"2273","Antwerp","Entire home/apt",9,"Sint-Andries",1
"2274","Antwerp","Entire home/apt",9,"Sint-Andries",1
"2275","Antwerp","Entire home/apt",9,"Historisch Centrum",1
"2276","Antwerp","Entire home/apt",9,"Historisch Centrum",1
"2277","Antwerp","Entire home/apt",9,"Historisch Centrum",1
"2278","Antwerp","Entire home/apt",10,"Theaterbuurt-Meir",1
"2279","Antwerp","Entire home/apt",11,"Centraal Station",1
"2280","Antwerp","Entire home/apt",272,"Centraal Station",2
"2281","Antwerp","Private room",106,"Deurne Zuid West",2
"2282","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"2283","Antwerp","Private room",126,"Deurne Noord",1
"2284","Antwerp","Private room",203,"Theaterbuurt-Meir",28
"2285","Antwerp","Entire home/apt",284,"Valaar",1
"2286","Antwerp","Entire home/apt",90,"Zuid",2
"2287","Antwerp","Entire home/apt",281,"Stadspark",1
"2288","Antwerp","Private room",162,"Harmonie",1
"2289","Antwerp","Entire home/apt",167,"Nieuw - Kwartier Oost",1
"2290","Antwerp","Entire home/apt",289,"Nieuw - Kwartier Oost",2
"2291","Antwerp","Entire home/apt",289,"Harmonie",1
"2292","Antwerp","Private room",234,"Theaterbuurt-Meir",1
"2293","Antwerp","Entire home/apt",243,"Haringrode",2
"2294","Antwerp","Entire home/apt",295,"Amandus - Atheneum",3
"2295","Antwerp","Entire home/apt",7,"Theaterbuurt-Meir",1
"2296","Antwerp","Private room",175,"Rivierenhof",2
"2297","Antwerp","Private room",225,"Borgerhout Intra Muros Zuid",2
"2298","Antwerp","Entire home/apt",214,"Sint-Andries",14
"2299","Antwerp","Entire home/apt",104,"Haringrode",1
"2300","Antwerp","Entire home/apt",46,"Stadspark",2
"2301","Antwerp","Entire home/apt",275,"Amandus - Atheneum",2
"2302","Antwerp","Entire home/apt",41,"Centraal Station",1
"2303","Antwerp","Entire home/apt",163,"Deurne Zuid West",1
"2304","Antwerp","Entire home/apt",51,"Theaterbuurt-Meir",1
"2305","Antwerp","Entire home/apt",51,"Theaterbuurt-Meir",1
"2306","Antwerp","Entire home/apt",144,"Sint-Andries",1
"2307","Antwerp","Entire home/apt",232,"Amandus - Atheneum",29
"2308","Antwerp","Entire home/apt",46,"Stadspark",2
"2309","Antwerp","Entire home/apt",50,"Theaterbuurt-Meir",1
"2310","Antwerp","Entire home/apt",50,"Theaterbuurt-Meir",1
