"","place","room_type","price","neighbourhood_cleansed","minimum_nights"
"9196","Brussels","Entire home/apt",56,"Saint-Gilles",2
"9197","Brussels","Hotel room",203,"Schaerbeek",2
"9198","Brussels","Private room",225,"Saint-Josse-ten-Noode",1
"9199","Brussels","Entire home/apt",241,"Bruxelles",1
"9200","Brussels","Entire home/apt",256,"Saint-Gilles",3
"9201","Brussels","Entire home/apt",36,"Bruxelles",2
"9202","Brussels","Entire home/apt",203,"Bruxelles",1
"9203","Brussels","Private room",203,"Schaerbeek",2
"9204","Brussels","Entire home/apt",36,"Bruxelles",1
"9205","Brussels","Entire home/apt",279,"Evere",2
"9206","Brussels","Private room",172,"Molenbeek-Saint-Jean",2
"9207","Brussels","Entire home/apt",182,"Etterbeek",2
"9208","Brussels","Private room",225,"Saint-Gilles",3
"9209","Brussels","Private room",138,"Saint-Gilles",3
"9210","Brussels","Entire home/apt",234,"Bruxelles",3
"9211","Brussels","Entire home/apt",225,"Saint-Gilles",2
"9212","Brussels","Entire home/apt",249,"Saint-Gilles",1
"9213","Brussels","Entire home/apt",106,"Ixelles",10
"9214","Brussels","Entire home/apt",14,"Bruxelles",1
"9215","Brussels","Private room",243,"Bruxelles",2
"9216","Brussels","Private room",243,"Schaerbeek",5
"9217","Brussels","Entire home/apt",281,"Ixelles",7
"9218","Brussels","Entire home/apt",14,"Ixelles",91
"9219","Brussels","Entire home/apt",281,"Bruxelles",1
"9220","Brussels","Entire home/apt",243,"Schaerbeek",1
"9221","Brussels","Private room",172,"Uccle",1
"9222","Brussels","Entire home/apt",234,"Saint-Gilles",1
"9223","Brussels","Entire home/apt",46,"Bruxelles",2
"9224","Brussels","Hotel room",203,"Schaerbeek",2
"9225","Brussels","Entire home/apt",259,"Anderlecht",1
"9226","Brussels","Entire home/apt",243,"Saint-Gilles",2
"9227","Brussels","Entire home/apt",66,"Bruxelles",3
"9228","Brussels","Shared room",275,"Anderlecht",20
"9229","Brussels","Entire home/apt",240,"Schaerbeek",2
"9230","Brussels","Private room",112,"Etterbeek",15
"9231","Brussels","Private room",249,"Saint-Gilles",2
"9232","Brussels","Entire home/apt",272,"Saint-Josse-ten-Noode",1
"9233","Brussels","Private room",182,"Saint-Gilles",3
"9234","Brussels","Private room",225,"Schaerbeek",1
"9235","Brussels","Entire home/apt",14,"Anderlecht",1
"9236","Brussels","Entire home/apt",250,"Etterbeek",5
"9237","Brussels","Entire home/apt",243,"Forest",3
"9238","Brussels","Private room",207,"Woluwe-Saint-Pierre",2
"9239","Brussels","Entire home/apt",172,"Schaerbeek",4
"9240","Brussels","Entire home/apt",66,"Saint-Gilles",3
"9241","Brussels","Private room",142,"Uccle",2
"9242","Brussels","Entire home/apt",256,"Ixelles",4
"9243","Brussels","Entire home/apt",263,"Bruxelles",3
"9244","Brussels","Entire home/apt",203,"Auderghem",1
"9245","Brussels","Entire home/apt",234,"Ixelles",2
"9246","Brussels","Entire home/apt",269,"Ixelles",1
"9247","Brussels","Private room",178,"Bruxelles",1
"9248","Brussels","Entire home/apt",281,"Bruxelles",1
"9249","Brussels","Entire home/apt",90,"Uccle",3
"9250","Brussels","Entire home/apt",295,"Bruxelles",2
"9251","Brussels","Entire home/apt",25,"Forest",2
"9252","Brussels","Private room",162,"Bruxelles",1
"9253","Brussels","Entire home/apt",266,"Ixelles",2
"9254","Brussels","Entire home/apt",259,"Forest",1
"9255","Brussels","Private room",89,"Etterbeek",4
"9256","Brussels","Private room",214,"Bruxelles",1
"9257","Brussels","Entire home/apt",203,"Schaerbeek",1
"9258","Brussels","Entire home/apt",266,"Bruxelles",1
"9259","Brussels","Entire home/apt",41,"Bruxelles",2
"9260","Brussels","Shared room",119,"Schaerbeek",1
"9261","Brussels","Entire home/apt",266,"Bruxelles",1
"9262","Brussels","Private room",106,"Forest",90
"9263","Brussels","Private room",289,"Bruxelles",2
"9264","Brussels","Entire home/apt",221,"Molenbeek-Saint-Jean",2
"9265","Brussels","Entire home/apt",281,"Woluwe-Saint-Lambert",1
"9266","Brussels","Entire home/apt",203,"Bruxelles",3
"9267","Brussels","Private room",289,"Bruxelles",1
"9268","Brussels","Private room",275,"Bruxelles",1
"9269","Brussels","Private room",289,"Bruxelles",1
"9270","Brussels","Private room",275,"Bruxelles",1
"9271","Brussels","Private room",275,"Bruxelles",1
"9272","Brussels","Entire home/apt",147,"Bruxelles",2
"9273","Brussels","Entire home/apt",214,"Bruxelles",2
"9274","Brussels","Shared room",119,"Schaerbeek",1
"9275","Brussels","Entire home/apt",138,"Saint-Gilles",5
"9276","Brussels","Entire home/apt",289,"Forest",15
"9277","Brussels","Entire home/apt",41,"Etterbeek",2
"9278","Brussels","Entire home/apt",14,"Molenbeek-Saint-Jean",3
"9279","Brussels","Private room",151,"Bruxelles",4
"9280","Brussels","Private room",182,"Etterbeek",3
"9281","Brussels","Private room",203,"Ixelles",2
"9282","Brussels","Entire home/apt",281,"Bruxelles",6
"9283","Brussels","Private room",182,"Saint-Gilles",7
"9284","Brussels","Entire home/apt",240,"Ixelles",1
"9285","Brussels","Private room",243,"Bruxelles",1
"9286","Brussels","Entire home/apt",234,"Molenbeek-Saint-Jean",3
"9287","Brussels","Entire home/apt",281,"Schaerbeek",2
"9288","Brussels","Entire home/apt",230,"Etterbeek",1
"9289","Brussels","Entire home/apt",209,"Etterbeek",3
"9290","Brussels","Entire home/apt",14,"Ixelles",2
"9291","Brussels","Entire home/apt",275,"Ixelles",2
"9292","Brussels","Entire home/apt",214,"Bruxelles",3
"9293","Brussels","Private room",203,"Saint-Josse-ten-Noode",2
"9294","Brussels","Entire home/apt",249,"Saint-Gilles",1
"9295","Brussels","Entire home/apt",275,"Ixelles",3
"9296","Brussels","Entire home/apt",249,"Uccle",1
"9297","Brussels","Private room",98,"Molenbeek-Saint-Jean",1
"9298","Brussels","Private room",275,"Auderghem",1
"9299","Brussels","Entire home/apt",262,"Uccle",3
"9300","Brussels","Private room",138,"Bruxelles",5
"9301","Brussels","Entire home/apt",36,"Ixelles",2
"9302","Brussels","Entire home/apt",241,"Saint-Gilles",1
"9303","Brussels","Private room",243,"Etterbeek",1
"9304","Brussels","Entire home/apt",272,"Ixelles",1
"9305","Brussels","Private room",144,"Ixelles",2
"9306","Brussels","Entire home/apt",203,"Bruxelles",1
"9307","Brussels","Private room",203,"Bruxelles",1
"9308","Brussels","Entire home/apt",36,"Bruxelles",2
"9309","Brussels","Private room",106,"Schaerbeek",90
"9310","Brussels","Entire home/apt",251,"Bruxelles",2
"9311","Brussels","Entire home/apt",266,"Saint-Gilles",3
"9312","Brussels","Private room",212,"Uccle",1
"9313","Brussels","Private room",175,"Schaerbeek",1
"9314","Brussels","Private room",154,"Bruxelles",1
"9315","Brussels","Entire home/apt",234,"Schaerbeek",4
"9316","Brussels","Entire home/apt",275,"Saint-Gilles",60
"9317","Brussels","Entire home/apt",40,"Bruxelles",1
"9318","Brussels","Private room",266,"Bruxelles",1
"9319","Brussels","Entire home/apt",225,"Ixelles",1
"9320","Brussels","Private room",259,"Bruxelles",1
"9321","Brussels","Private room",275,"Bruxelles",1
"9322","Brussels","Entire home/apt",214,"Molenbeek-Saint-Jean",4
"9323","Brussels","Private room",106,"Saint-Josse-ten-Noode",90
"9324","Brussels","Entire home/apt",14,"Schaerbeek",2
"9325","Brussels","Entire home/apt",272,"Bruxelles",2
"9326","Brussels","Private room",194,"Bruxelles",1
"9327","Brussels","Entire home/apt",66,"Evere",2
"9328","Brussels","Private room",14,"Bruxelles",10
"9329","Brussels","Entire home/apt",275,"Uccle",2
"9330","Brussels","Entire home/apt",214,"Anderlecht",1
"9331","Brussels","Entire home/apt",299,"Schaerbeek",2
"9332","Brussels","Private room",214,"Bruxelles",2
"9333","Brussels","Entire home/apt",56,"Ixelles",2
"9334","Brussels","Private room",203,"Molenbeek-Saint-Jean",2
"9335","Brussels","Entire home/apt",196,"Ixelles",1
"9336","Brussels","Private room",138,"Saint-Gilles",7
"9337","Brussels","Private room",275,"Saint-Gilles",5
"9338","Brussels","Entire home/apt",249,"Bruxelles",2
"9339","Brussels","Entire home/apt",243,"Etterbeek",4
"9340","Brussels","Entire home/apt",259,"Jette",1
"9341","Brussels","Entire home/apt",277,"Ixelles",2
"9342","Brussels","Entire home/apt",243,"Evere",3
"9343","Brussels","Private room",225,"Forest",1
"9344","Brussels","Entire home/apt",272,"Anderlecht",2
"9345","Brussels","Private room",266,"Forest",4
"9346","Brussels","Entire home/apt",85,"Bruxelles",1
"9347","Brussels","Private room",185,"Evere",20
"9348","Brussels","Entire home/apt",289,"Koekelberg",2
"9349","Brussels","Private room",182,"Schaerbeek",4
"9350","Brussels","Entire home/apt",275,"Uccle",5
"9351","Brussels","Entire home/apt",94,"Uccle",3
"9352","Brussels","Private room",182,"Ixelles",3
"9353","Brussels","Private room",275,"Bruxelles",1
"9354","Brussels","Private room",185,"Saint-Gilles",1
"9355","Brussels","Entire home/apt",261,"Saint-Gilles",3
"9356","Brussels","Entire home/apt",234,"Woluwe-Saint-Pierre",2
"9357","Brussels","Private room",281,"Bruxelles",2
"9358","Brussels","Entire home/apt",23,"Ixelles",3
"9359","Brussels","Entire home/apt",294,"Bruxelles",3
"9360","Brussels","Entire home/apt",207,"Schaerbeek",2
"9361","Brussels","Entire home/apt",243,"Bruxelles",5
"9362","Brussels","Entire home/apt",243,"Saint-Gilles",30
"9363","Brussels","Private room",106,"Berchem-Sainte-Agathe",2
"9364","Brussels","Private room",225,"Etterbeek",2
"9365","Brussels","Private room",203,"Saint-Gilles",2
"9366","Brussels","Entire home/apt",203,"Ixelles",4
"9367","Brussels","Entire home/apt",203,"Molenbeek-Saint-Jean",30
"9368","Brussels","Entire home/apt",225,"Bruxelles",1
"9369","Brussels","Private room",119,"Bruxelles",1
"9370","Brussels","Private room",196,"Etterbeek",1
"9371","Brussels","Private room",225,"Bruxelles",1
"9372","Brussels","Entire home/apt",225,"Anderlecht",1
"9373","Brussels","Private room",207,"Ixelles",1
"9374","Brussels","Private room",172,"Jette",2
"9375","Brussels","Private room",214,"Ixelles",1
"9376","Brussels","Private room",243,"Schaerbeek",1
"9377","Brussels","Entire home/apt",281,"Ixelles",3
"9378","Brussels","Private room",234,"Saint-Gilles",3
"9379","Brussels","Entire home/apt",266,"Ixelles",3
"9380","Brussels","Private room",106,"Bruxelles",1
"9381","Brussels","Entire home/apt",162,"Woluwe-Saint-Pierre",2
"9382","Brussels","Entire home/apt",275,"Bruxelles",2
"9383","Brussels","Entire home/apt",249,"Ixelles",7
"9384","Brussels","Shared room",112,"Schaerbeek",1
"9385","Brussels","Private room",162,"Woluwe-Saint-Lambert",2
"9386","Brussels","Private room",36,"Bruxelles",2
"9387","Brussels","Private room",138,"Ixelles",2
"9388","Brussels","Private room",162,"Anderlecht",1
"9389","Brussels","Private room",162,"Anderlecht",1
"9390","Brussels","Private room",162,"Anderlecht",1
"9391","Brussels","Entire home/apt",214,"Evere",1
"9392","Brussels","Private room",214,"Molenbeek-Saint-Jean",2
"9393","Brussels","Private room",106,"Saint-Gilles",1
"9394","Brussels","Private room",178,"Saint-Josse-ten-Noode",3
"9395","Brussels","Private room",234,"Jette",2
"9396","Brussels","Entire home/apt",21,"Bruxelles",3
"9397","Brussels","Private room",138,"Evere",2
"9398","Brussels","Entire home/apt",30,"Bruxelles",15
"9399","Brussels","Entire home/apt",259,"Bruxelles",2
"9400","Brussels","Private room",162,"Etterbeek",7
"9401","Brussels","Entire home/apt",243,"Schaerbeek",3
"9402","Brussels","Entire home/apt",162,"Uccle",1
"9403","Brussels","Entire home/apt",259,"Etterbeek",3
"9404","Brussels","Private room",249,"Bruxelles",1
"9405","Brussels","Private room",225,"Jette",2
"9406","Brussels","Private room",72,"Forest",3
"9407","Brussels","Entire home/apt",252,"Bruxelles",1
"9408","Brussels","Entire home/apt",266,"Schaerbeek",2
"9409","Brussels","Entire home/apt",14,"Molenbeek-Saint-Jean",7
"9410","Brussels","Entire home/apt",259,"Saint-Gilles",28
"9411","Brussels","Private room",225,"Schaerbeek",2
"9412","Brussels","Entire home/apt",240,"Molenbeek-Saint-Jean",1
"9413","Brussels","Private room",175,"Saint-Gilles",2
"9414","Brussels","Private room",178,"Saint-Gilles",2
"9415","Brussels","Entire home/apt",275,"Ixelles",2
"9416","Brussels","Entire home/apt",275,"Molenbeek-Saint-Jean",2
"9417","Brussels","Entire home/apt",249,"Ixelles",2
"9418","Brussels","Entire home/apt",248,"Bruxelles",1
"9419","Brussels","Entire home/apt",260,"Jette",2
"9420","Brussels","Entire home/apt",234,"Woluwe-Saint-Lambert",1
"9421","Brussels","Private room",266,"Anderlecht",1
"9422","Brussels","Entire home/apt",243,"Schaerbeek",4
"9423","Brussels","Private room",138,"Bruxelles",1
"9424","Brussels","Entire home/apt",203,"Ixelles",7
"9425","Brussels","Entire home/apt",289,"Saint-Gilles",2
"9426","Brussels","Private room",66,"Anderlecht",1
"9427","Brussels","Entire home/apt",243,"Forest",2
"9428","Brussels","Entire home/apt",225,"Bruxelles",3
"9429","Brussels","Entire home/apt",243,"Saint-Josse-ten-Noode",1
"9430","Brussels","Entire home/apt",275,"Woluwe-Saint-Pierre",14
"9431","Brussels","Entire home/apt",50,"Bruxelles",1
"9432","Brussels","Entire home/apt",50,"Bruxelles",1
"9433","Brussels","Private room",167,"Bruxelles",2
"9434","Brussels","Hotel room",50,"Bruxelles",1
"9435","Brussels","Entire home/apt",275,"Forest",3
"9436","Brussels","Private room",241,"Ixelles",2
"9437","Brussels","Private room",167,"Ixelles",15
"9438","Brussels","Private room",107,"Schaerbeek",1
"9439","Brussels","Private room",203,"Saint-Gilles",1
"9440","Brussels","Private room",64,"Saint-Gilles",1
"9441","Brussels","Private room",163,"Saint-Gilles",1
"9442","Brussels","Private room",76,"Saint-Gilles",1
"9443","Brussels","Private room",81,"Uccle",10
"9444","Brussels","Entire home/apt",249,"Ixelles",3
"9445","Brussels","Entire home/apt",259,"Ixelles",1
"9446","Brussels","Entire home/apt",203,"Anderlecht",4
"9447","Brussels","Entire home/apt",227,"Koekelberg",1
"9448","Brussels","Entire home/apt",259,"Uccle",3
"9449","Brussels","Private room",243,"Bruxelles",2
"9450","Brussels","Entire home/apt",275,"Molenbeek-Saint-Jean",1
"9451","Brussels","Entire home/apt",275,"Bruxelles",2
"9452","Brussels","Entire home/apt",221,"Saint-Gilles",2
"9453","Brussels","Entire home/apt",256,"Saint-Josse-ten-Noode",1
"9454","Brussels","Entire home/apt",225,"Schaerbeek",92
"9455","Brussels","Entire home/apt",25,"Bruxelles",2
"9456","Brussels","Entire home/apt",73,"Bruxelles",3
"9457","Brussels","Entire home/apt",243,"Ixelles",1
"9458","Brussels","Entire home/apt",66,"Ixelles",4
"9459","Brussels","Private room",162,"Bruxelles",1
"9460","Brussels","Private room",203,"Jette",1
"9461","Brussels","Entire home/apt",241,"Etterbeek",1
"9462","Brussels","Private room",243,"Bruxelles",2
"9463","Brussels","Entire home/apt",243,"Saint-Josse-ten-Noode",2
"9464","Brussels","Private room",162,"Ganshoren",3
"9465","Brussels","Private room",203,"Watermael-Boitsfort",1
"9466","Brussels","Entire home/apt",256,"Ixelles",2
"9467","Brussels","Entire home/apt",248,"Ixelles",2
"9468","Brussels","Entire home/apt",214,"Bruxelles",1
"9469","Brussels","Private room",214,"Molenbeek-Saint-Jean",2
"9470","Brussels","Private room",214,"Molenbeek-Saint-Jean",2
"9471","Brussels","Shared room",106,"Schaerbeek",1
"9472","Brussels","Entire home/apt",82,"Bruxelles",3
"9473","Brussels","Entire home/apt",275,"Ixelles",1
"9474","Brussels","Private room",182,"Etterbeek",2
"9475","Brussels","Shared room",138,"Bruxelles",2
"9476","Brussels","Entire home/apt",196,"Saint-Gilles",1
"9477","Brussels","Entire home/apt",203,"Uccle",90
"9478","Brussels","Entire home/apt",266,"Ixelles",1
"9479","Brussels","Entire home/apt",73,"Bruxelles",2
"9480","Brussels","Private room",253,"Schaerbeek",3
"9481","Brussels","Entire home/apt",82,"Bruxelles",2
"9482","Brussels","Entire home/apt",232,"Ixelles",3
"9483","Brussels","Entire home/apt",249,"Ixelles",3
"9484","Brussels","Entire home/apt",243,"Ixelles",30
"9485","Brussels","Entire home/apt",36,"Woluwe-Saint-Lambert",2
"9486","Brussels","Entire home/apt",41,"Bruxelles",1
"9487","Brussels","Entire home/apt",266,"Bruxelles",1
"9488","Brussels","Entire home/apt",266,"Saint-Gilles",2
"9489","Brussels","Entire home/apt",14,"Woluwe-Saint-Lambert",3
"9490","Brussels","Entire home/apt",128,"Saint-Gilles",3
"9491","Brussels","Entire home/apt",251,"Bruxelles",2
"9492","Brussels","Entire home/apt",281,"Forest",3
"9493","Brussels","Private room",266,"Bruxelles",1
"9494","Brussels","Entire home/apt",275,"Bruxelles",1
"9495","Brussels","Entire home/apt",183,"Bruxelles",2
"9496","Brussels","Entire home/apt",243,"Saint-Gilles",1
"9497","Brussels","Entire home/apt",243,"Saint-Gilles",1
"9498","Brussels","Entire home/apt",281,"Etterbeek",4
"9499","Brussels","Entire home/apt",266,"Bruxelles",2
"9500","Brussels","Entire home/apt",234,"Bruxelles",1
"9501","Brussels","Private room",217,"Bruxelles",2
"9502","Brussels","Hotel room",281,"Woluwe-Saint-Lambert",1
"9503","Brussels","Hotel room",259,"Woluwe-Saint-Lambert",1
"9504","Brussels","Private room",106,"Anderlecht",4
"9505","Brussels","Entire home/apt",246,"Woluwe-Saint-Lambert",3
"9506","Brussels","Entire home/apt",281,"Ixelles",2
"9507","Brussels","Private room",162,"Bruxelles",1
"9508","Brussels","Entire home/apt",262,"Saint-Josse-ten-Noode",2
"9509","Brussels","Private room",119,"Ixelles",1
"9510","Brussels","Private room",203,"Molenbeek-Saint-Jean",5
"9511","Brussels","Private room",185,"Schaerbeek",1
"9512","Brussels","Entire home/apt",225,"Ixelles",10
"9513","Brussels","Private room",275,"Etterbeek",2
"9514","Brussels","Entire home/apt",259,"Bruxelles",2
"9515","Brussels","Private room",106,"Anderlecht",1
"9516","Brussels","Entire home/apt",178,"Etterbeek",5
"9517","Brussels","Private room",162,"Molenbeek-Saint-Jean",2
"9518","Brussels","Private room",106,"Evere",4
"9519","Brussels","Private room",203,"Woluwe-Saint-Lambert",2
"9520","Brussels","Entire home/apt",275,"Woluwe-Saint-Lambert",2
"9521","Brussels","Private room",234,"Ixelles",1
"9522","Brussels","Private room",214,"Forest",1
"9523","Brussels","Private room",182,"Evere",1
"9524","Brussels","Private room",272,"Ixelles",1
"9525","Brussels","Private room",16,"Ixelles",1
"9526","Brussels","Private room",47,"Ixelles",1
"9527","Brussels","Private room",272,"Ixelles",1
"9528","Brussels","Private room",271,"Ixelles",1
"9529","Brussels","Entire home/apt",30,"Ixelles",2
"9530","Brussels","Entire home/apt",275,"Bruxelles",999
"9531","Brussels","Entire home/apt",25,"Bruxelles",1
"9532","Brussels","Shared room",106,"Schaerbeek",1
"9533","Brussels","Entire home/apt",223,"Uccle",4
"9534","Brussels","Entire home/apt",217,"Schaerbeek",7
"9535","Brussels","Entire home/apt",243,"Woluwe-Saint-Lambert",1
"9536","Brussels","Entire home/apt",66,"Saint-Gilles",2
"9537","Brussels","Shared room",98,"Forest",1
"9538","Brussels","Entire home/apt",281,"Bruxelles",1
"9539","Brussels","Entire home/apt",232,"Etterbeek",1
"9540","Brussels","Private room",196,"Etterbeek",1
"9541","Brussels","Private room",243,"Bruxelles",2
"9542","Brussels","Private room",225,"Bruxelles",2
"9543","Brussels","Private room",243,"Bruxelles",2
"9544","Brussels","Entire home/apt",107,"Bruxelles",2
"9545","Brussels","Private room",14,"Ixelles",2
"9546","Brussels","Entire home/apt",66,"Bruxelles",2
"9547","Brussels","Entire home/apt",107,"Bruxelles",2
"9548","Brussels","Entire home/apt",66,"Bruxelles",2
"9549","Brussels","Entire home/apt",107,"Bruxelles",2
"9550","Brussels","Entire home/apt",66,"Bruxelles",2
"9551","Brussels","Entire home/apt",107,"Bruxelles",2
"9552","Brussels","Entire home/apt",163,"Bruxelles",2
"9553","Brussels","Entire home/apt",228,"Watermael-Boitsfort",2
"9554","Brussels","Entire home/apt",14,"Forest",3
"9555","Brussels","Entire home/apt",280,"Forest",3
"9556","Brussels","Private room",203,"Bruxelles",2
"9557","Brussels","Entire home/apt",259,"Saint-Gilles",3
"9558","Brussels","Entire home/apt",234,"Schaerbeek",2
"9559","Brussels","Private room",199,"Ixelles",1
"9560","Brussels","Entire home/apt",299,"Ixelles",2
"9561","Brussels","Entire home/apt",136,"Bruxelles",2
"9562","Brussels","Entire home/apt",295,"Etterbeek",2
"9563","Brussels","Shared room",39,"Bruxelles",1
"9564","Brussels","Entire home/apt",85,"Bruxelles",3
"9565","Brussels","Entire home/apt",256,"Uccle",14
"9566","Brussels","Entire home/apt",203,"Saint-Gilles",6
"9567","Brussels","Entire home/apt",14,"Etterbeek",2
"9568","Brussels","Private room",182,"Bruxelles",2
"9569","Brussels","Entire home/apt",289,"Bruxelles",2
"9570","Brussels","Entire home/apt",243,"Bruxelles",2
"9571","Brussels","Entire home/apt",295,"Schaerbeek",2
"9572","Brussels","Entire home/apt",289,"Bruxelles",2
"9573","Brussels","Private room",162,"Schaerbeek",2
"9574","Brussels","Private room",172,"Saint-Josse-ten-Noode",1
"9575","Brussels","Shared room",112,"Schaerbeek",1
"9576","Brussels","Private room",162,"Schaerbeek",1
"9577","Brussels","Private room",234,"Jette",1
"9578","Brussels","Entire home/apt",41,"Uccle",2
"9579","Brussels","Private room",203,"Woluwe-Saint-Lambert",1
"9580","Brussels","Entire home/apt",221,"Saint-Gilles",2
"9581","Brussels","Entire home/apt",299,"Etterbeek",1
"9582","Brussels","Private room",203,"Saint-Gilles",1
"9583","Brussels","Entire home/apt",181,"Ixelles",2
"9584","Brussels","Private room",234,"Uccle",1
"9585","Brussels","Entire home/apt",234,"Uccle",1
"9586","Brussels","Entire home/apt",253,"Bruxelles",2
"9587","Brussels","Entire home/apt",25,"Saint-Gilles",3
"9588","Brussels","Private room",182,"Auderghem",2
"9589","Brussels","Entire home/apt",256,"Ixelles",3
"9590","Brussels","Private room",203,"Woluwe-Saint-Lambert",2
"9591","Brussels","Private room",196,"Woluwe-Saint-Lambert",2
"9592","Brussels","Private room",214,"Bruxelles",2
"9593","Brussels","Entire home/apt",275,"Auderghem",1
"9594","Brussels","Entire home/apt",266,"Saint-Josse-ten-Noode",2
"9595","Brussels","Private room",138,"Ixelles",15
"9596","Brussels","Entire home/apt",275,"Woluwe-Saint-Lambert",3
"9597","Brussels","Private room",138,"Ixelles",1
"9598","Brussels","Entire home/apt",295,"Anderlecht",30
"9599","Brussels","Entire home/apt",214,"Uccle",3
"9600","Brussels","Private room",214,"Ixelles",2
"9601","Brussels","Entire home/apt",21,"Bruxelles",1
"9602","Brussels","Private room",172,"Molenbeek-Saint-Jean",2
"9603","Brussels","Private room",249,"Ixelles",2
"9604","Brussels","Entire home/apt",281,"Saint-Gilles",4
"9605","Brussels","Entire home/apt",162,"Molenbeek-Saint-Jean",3
"9606","Brussels","Entire home/apt",225,"Ixelles",1
"9607","Brussels","Private room",182,"Forest",15
"9608","Brussels","Entire home/apt",266,"Schaerbeek",4
"9609","Brussels","Entire home/apt",90,"Saint-Gilles",3
"9610","Brussels","Entire home/apt",243,"Ixelles",1
"9611","Brussels","Entire home/apt",259,"Schaerbeek",2
"9612","Brussels","Entire home/apt",203,"Forest",60
"9613","Brussels","Entire home/apt",17,"Anderlecht",2
"9614","Brussels","Entire home/apt",25,"Ixelles",3
"9615","Brussels","Entire home/apt",286,"Anderlecht",2
"9616","Brussels","Entire home/apt",225,"Uccle",4
"9617","Brussels","Private room",245,"Schaerbeek",2
"9618","Brussels","Entire home/apt",266,"Bruxelles",2
"9619","Brussels","Entire home/apt",36,"Ixelles",2
"9620","Brussels","Entire home/apt",266,"Bruxelles",2
"9621","Brussels","Entire home/apt",281,"Bruxelles",2
"9622","Brussels","Entire home/apt",90,"Bruxelles",3
"9623","Brussels","Private room",234,"Auderghem",1
"9624","Brussels","Entire home/apt",243,"Bruxelles",1
"9625","Brussels","Shared room",203,"Saint-Gilles",5
"9626","Brussels","Private room",162,"Anderlecht",4
"9627","Brussels","Entire home/apt",262,"Bruxelles",2
"9628","Brussels","Entire home/apt",262,"Bruxelles",1
"9629","Brussels","Entire home/apt",227,"Saint-Gilles",1
"9630","Brussels","Private room",112,"Anderlecht",1
"9631","Brussels","Entire home/apt",266,"Bruxelles",5
"9632","Brussels","Entire home/apt",219,"Bruxelles",1
"9633","Brussels","Entire home/apt",163,"Bruxelles",1
"9634","Brussels","Entire home/apt",230,"Bruxelles",3
"9635","Brussels","Entire home/apt",228,"Bruxelles",1
"9636","Brussels","Entire home/apt",23,"Saint-Josse-ten-Noode",2
"9637","Brussels","Entire home/apt",228,"Bruxelles",1
"9638","Brussels","Entire home/apt",228,"Bruxelles",1
"9639","Brussels","Entire home/apt",259,"Bruxelles",1
"9640","Brussels","Entire home/apt",266,"Ixelles",1
"9641","Brussels","Private room",178,"Saint-Josse-ten-Noode",1
"9642","Brussels","Entire home/apt",286,"Bruxelles",2
"9643","Brussels","Entire home/apt",298,"Ixelles",2
"9644","Brussels","Entire home/apt",249,"Anderlecht",2
"9645","Brussels","Private room",138,"Etterbeek",2
"9646","Brussels","Private room",162,"Bruxelles",3
"9647","Brussels","Private room",214,"Auderghem",1
"9648","Brussels","Private room",131,"Etterbeek",1
"9649","Brussels","Entire home/apt",25,"Uccle",1
"9650","Brussels","Private room",138,"Ixelles",2
"9651","Brussels","Entire home/apt",66,"Bruxelles",1
"9652","Brussels","Entire home/apt",249,"Forest",1
"9653","Brussels","Private room",172,"Bruxelles",2
"9654","Brussels","Entire home/apt",299,"Bruxelles",3
"9655","Brussels","Entire home/apt",214,"Saint-Gilles",30
"9656","Brussels","Entire home/apt",266,"Ixelles",3
"9657","Brussels","Private room",225,"Ixelles",2
"9658","Brussels","Entire home/apt",259,"Bruxelles",3
"9659","Brussels","Entire home/apt",275,"Bruxelles",2
"9660","Brussels","Entire home/apt",19,"Bruxelles",15
"9661","Brussels","Private room",138,"Molenbeek-Saint-Jean",3
"9662","Brussels","Private room",194,"Bruxelles",3
"9663","Brussels","Private room",175,"Bruxelles",1
"9664","Brussels","Entire home/apt",243,"Ixelles",4
"9665","Brussels","Entire home/apt",272,"Bruxelles",3
"9666","Brussels","Entire home/apt",234,"Bruxelles",30
"9667","Brussels","Private room",131,"Uccle",1
"9668","Brussels","Private room",175,"Etterbeek",1
"9669","Brussels","Entire home/apt",266,"Saint-Gilles",2
"9670","Brussels","Private room",225,"Ixelles",1
"9671","Brussels","Private room",178,"Forest",15
"9672","Brussels","Private room",138,"Anderlecht",3
"9673","Brussels","Private room",225,"Schaerbeek",2
"9674","Brussels","Entire home/apt",234,"Ixelles",3
"9675","Brussels","Hotel room",97,"Bruxelles",1
"9676","Brussels","Private room",178,"Forest",10
"9677","Brussels","Hotel room",88,"Bruxelles",1
"9678","Brussels","Hotel room",97,"Bruxelles",1
"9679","Brussels","Entire home/apt",232,"Ixelles",3
"9680","Brussels","Hotel room",150,"Bruxelles",1
"9681","Brussels","Entire home/apt",232,"Ixelles",3
"9682","Brussels","Private room",162,"Woluwe-Saint-Pierre",2
"9683","Brussels","Entire home/apt",281,"Ixelles",2
"9684","Brussels","Entire home/apt",241,"Saint-Gilles",4
"9685","Brussels","Hotel room",150,"Bruxelles",1
"9686","Brussels","Hotel room",97,"Bruxelles",1
"9687","Brussels","Private room",138,"Schaerbeek",1
"9688","Brussels","Entire home/apt",271,"Bruxelles",1
"9689","Brussels","Private room",154,"Schaerbeek",1
"9690","Brussels","Private room",295,"Ixelles",1
"9691","Brussels","Entire home/apt",241,"Saint-Josse-ten-Noode",1
