"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"3422",5525,17900810,"https://www.airbnb.com/rooms/17900810",121971684,"https://www.airbnb.com/users/show/121971684","Sarah","3/22/2017","","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/d950022c-e8da-4884-8d8f-8c8abfcb369d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d950022c-e8da-4884-8d8f-8c8abfcb369d.jpg?aki_policy=profile_x_medium","Marolles",1,1,"['phone']","t","f","Bruxelles, Bruxelles, Belgium","Marolles","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83512,4.34968,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$30.00 ","","","","",1,"$0.00 ",1,4,1,1,4,4,1,4,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Brussels"
"3423",5529,17920374,"https://www.airbnb.com/rooms/17920374",46309957,"https://www.airbnb.com/users/show/46309957","Kevin","10/11/2015","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/46309957/profile_pic/1444594935/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/46309957/profile_pic/1444594935/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Marolles","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83735,4.35075,"t","Apartment","Private room",3,1,1,2,"Real Bed",NA,"$90.00 ","","","","",1,"$0.00 ",20,1125,20,20,1125,1125,20,1125,"t",0,0,0,0,"4/19/2020",4,0,"4/10/2017","4/28/2017",100,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,0,1,0,0.11,"Brussels"
"3424",5530,17928502,"https://www.airbnb.com/rooms/17928502",7455468,"https://www.airbnb.com/users/show/7455468","Nino","7/13/2013","Brussels, Brussels, Belgium","within an hour","100%","98%","t","https://a0.muscache.com/im/users/7455468/profile_pic/1425104309/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7455468/profile_pic/1425104309/original.jpg?aki_policy=profile_x_medium","Matonge",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Matonge","Ixelles",NA,"Brussel","Bruxelles","1050","Brussels","Bruxelles, Belgium","BE","Belgium",50.83614,4.36452,"f","Apartment","Entire home/apt",4,2,2,2,"Real Bed",NA,"$90.00 ","","","$200.00 ","$40.00 ",2,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",45,17,"4/16/2017","3/16/2020",96,10,9,10,10,10,10,NA,"f","f","moderate","f","f",3,1,2,0,1.23,"Brussels"
"3425",5531,17937039,"https://www.airbnb.com/rooms/17937039",19427428,"https://www.airbnb.com/users/show/19427428","Sweet Inn","8/4/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_x_medium","Chatelain",94,94,"['email', 'phone', 'reviews']","t","f","Brussels, Bruxelles, Belgium","Martyrs","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Brussels, Belgium","BE","Belgium",50.8514,4.35482,"t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",NA,"$120.00 ","","","$400.00 ","$50.00 ",6,"$5.00 ",2,1125,2,4,1125,1125,3.4,1125,"t",0,0,0,0,"4/19/2020",74,24,"4/25/2017","2/16/2020",91,9,8,9,10,10,9,NA,"t","f","flexible","f","f",94,94,0,0,2.03,"Brussels"
"3426",5532,17937273,"https://www.airbnb.com/rooms/17937273",19427428,"https://www.airbnb.com/users/show/19427428","Sweet Inn","8/4/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_x_medium","Chatelain",94,94,"['email', 'phone', 'reviews']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Martyrs","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84996,4.35652,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",NA,"$95.00 ","","","$350.00 ","$40.00 ",4,"$5.00 ",2,1125,2,4,1125,1125,2.8,1125,"t",30,60,90,245,"4/19/2020",16,10,"5/5/2017","3/9/2020",96,10,10,10,10,10,9,NA,"t","f","flexible","f","f",94,94,0,0,0.44,"Brussels"
"3427",5535,17943948,"https://www.airbnb.com/rooms/17943948",123105890,"https://www.airbnb.com/users/show/123105890","Lia","3/28/2017","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/046b58dd-a887-4d20-98db-8840e0bc1c34.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/046b58dd-a887-4d20-98db-8840e0bc1c34.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84987,4.36811,"f","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$55.00 ","","","$200.00 ","$15.00 ",2,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",25,55,85,85,"4/19/2020",52,50,"2/10/2019","3/15/2020",96,10,9,10,10,10,10,NA,"f","f","flexible","f","f",1,0,1,0,3.59,"Brussels"
"3428",5539,17957212,"https://www.airbnb.com/rooms/17957212",3795922,"https://www.airbnb.com/users/show/3795922","Sevgi","10/8/2012","City of Brussels, Brussels, Belgium","within an hour","100%","86%","f","https://a0.muscache.com/im/pictures/user/f8118582-a1ff-4fde-82b2-57327db5ced3.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f8118582-a1ff-4fde-82b2-57327db5ced3.jpg?aki_policy=profile_x_medium","Stalingrad",5,5,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Stalingrad","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.8418,4.34708,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$36.00 ","","","","$40.00 ",1,"$0.00 ",28,1125,28,30,1125,1125,28,1125,"t",30,60,90,365,"4/19/2020",15,12,"6/23/2017","2/1/2020",92,10,9,10,9,9,9,NA,"f","f","strict_14_with_grace_period","f","f",4,4,0,0,0.44,"Brussels"
"3429",5541,17966442,"https://www.airbnb.com/rooms/17966442",42832143,"https://www.airbnb.com/users/show/42832143","Antoine","8/29/2015","Brussels, Brussels, Belgium","within a day","100%","99%","f","https://a0.muscache.com/im/pictures/user/ece9ca97-1d5c-4591-b257-703012504b1e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ece9ca97-1d5c-4591-b257-703012504b1e.jpg?aki_policy=profile_x_medium","Grand Place",20,20,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Grand Place","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84541,4.35347,"t","Apartment","Entire home/apt",3,1,1,4,"Real Bed",NA,"$74.00 ","","","$0.00 ","$25.00 ",2,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",152,50,"4/13/2017","3/10/2020",96,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",19,9,10,0,4.13,"Brussels"
"3430",5542,17969490,"https://www.airbnb.com/rooms/17969490",45359894,"https://www.airbnb.com/users/show/45359894","Yasmine","9/29/2015","Geneva, Geneva, Switzerland","within an hour","100%","78%","f","https://a0.muscache.com/im/pictures/user/6529cf4f-cd9f-44d2-b0b8-26b0e0355fc3.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6529cf4f-cd9f-44d2-b0b8-26b0e0355fc3.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85211,4.34649,"f","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$45.00 ","","","","",1,"$0.00 ",1,60,1,1,60,60,1,60,"t",0,0,0,0,"4/19/2020",13,0,"4/3/2017","5/28/2017",92,10,9,10,10,10,9,NA,"f","f","flexible","f","f",1,0,1,0,0.35,"Brussels"
"3431",5546,17985699,"https://www.airbnb.com/rooms/17985699",31859699,"https://www.airbnb.com/users/show/31859699","Daria","4/24/2015","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/e300f0db-afc1-4254-89f9-a10a9d06fd62.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e300f0db-afc1-4254-89f9-a10a9d06fd62.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Squares","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84724,4.38262,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$87.00 ","","","","$20.00 ",2,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",14,0,"4/9/2017","7/26/2017",94,10,9,10,10,9,9,NA,"f","f","moderate","f","f",1,1,0,0,0.38,"Brussels"
"3432",5548,17987391,"https://www.airbnb.com/rooms/17987391",17205116,"https://www.airbnb.com/users/show/17205116","Karien","6/24/2014","Brussels, Brussels, Belgium","within a few hours","100%","100%","f","https://a0.muscache.com/im/pictures/user/ea88e203-403b-4613-8602-ad907d806fa2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ea88e203-403b-4613-8602-ad907d806fa2.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84887,4.34027,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$35.00 ","","","$150.00 ","$0.00 ",1,"$0.00 ",2,7,2,2,1125,1125,2,1125,"t",7,7,7,7,"4/19/2020",2,2,"2/16/2020","3/6/2020",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,0.94,"Brussels"
"3433",5549,17992697,"https://www.airbnb.com/rooms/17992697",115806865,"https://www.airbnb.com/users/show/115806865","Marie","2/10/2017","BE","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/ce70e488-f427-4e20-be64-651c26d64dc8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ce70e488-f427-4e20-be64-651c26d64dc8.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83607,4.34848,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$50.00 ","","","","",1,"$0.00 ",1,7,1,2,7,7,1.3,7,"t",0,0,0,0,"4/19/2020",7,0,"4/17/2017","7/16/2017",94,10,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,0.19,"Brussels"
"3434",5552,18013750,"https://www.airbnb.com/rooms/18013750",38162032,"https://www.airbnb.com/users/show/38162032","Jhonny","7/11/2015","Brussels, Brussels, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/e6e7cee7-58d7-40bd-aa6d-e1d8250316f8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e6e7cee7-58d7-40bd-aa6d-e1d8250316f8.jpg?aki_policy=profile_x_medium","Beguinage-Dixmude",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85545,4.35199,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",NA,"$80.00 ","","","","$25.00 ",2,"$10.00 ",2,9,2,2,9,9,2,9,"t",29,57,87,362,"4/19/2020",144,52,"4/13/2017","3/8/2020",89,9,10,10,9,9,8,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,3.92,"Brussels"
"3435",5554,18019874,"https://www.airbnb.com/rooms/18019874",41043321,"https://www.airbnb.com/users/show/41043321","Nora","8/10/2015","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/55a20017-023b-418d-ab52-9ccdfa250cd1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55a20017-023b-418d-ab52-9ccdfa250cd1.jpg?aki_policy=profile_x_medium","Quartier Nord",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Quartier Nord","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85882,4.35325,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$33.00 ","","","$0.00 ","$0.00 ",1,"$5.00 ",2,15,2,2,15,15,2,15,"t",0,0,0,0,"4/19/2020",23,0,"4/6/2017","9/3/2018",96,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,0.62,"Brussels"
"3436",5557,18030399,"https://www.airbnb.com/rooms/18030399",3873018,"https://www.airbnb.com/users/show/3873018","Jana","10/15/2012","Berlin, Berlin, Germany","N/A","N/A","70%","f","https://a0.muscache.com/im/users/3873018/profile_pic/1406643828/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3873018/profile_pic/1406643828/original.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85384,4.34422,"t","Townhouse","Entire home/apt",4,1.5,1,2,"Real Bed",NA,"$85.00 ","","","$250.00 ","$40.00 ",2,"$10.00 ",3,50,3,3,50,50,3,50,"t",0,0,0,0,"4/19/2020",26,6,"5/3/2017","1/2/2020",95,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.72,"Brussels"
"3437",5560,18034124,"https://www.airbnb.com/rooms/18034124",15424367,"https://www.airbnb.com/users/show/15424367","Maryam","5/12/2014","Brussels, Brussels, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/users/15424367/profile_pic/1399915912/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/15424367/profile_pic/1399915912/original.jpg?aki_policy=profile_x_medium","Anneessens",2,2,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Anneessens","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84393,4.34027,"t","Loft","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$95.00 ","","","$1,000.00 ","$40.00 ",2,"$20.00 ",4,1125,4,4,1125,1125,4,1125,"t",0,0,0,0,"4/19/2020",18,6,"6/6/2017","1/4/2020",93,10,9,10,10,9,9,NA,"t","f","moderate","f","f",2,2,0,0,0.51,"Brussels"
"3438",5561,18041937,"https://www.airbnb.com/rooms/18041937",124140792,"https://www.airbnb.com/users/show/124140792","Mariana","4/3/2017","Bras閾唋ia, Federal District, Brazil","within an hour","100%","94%","f","https://a0.muscache.com/im/pictures/user/e2a6260b-e1e9-45f2-9c9b-8e2de55916a5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e2a6260b-e1e9-45f2-9c9b-8e2de55916a5.jpg?aki_policy=profile_x_medium","Squares",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84636,4.39159,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$60.00 ","","","$100.00 ","$30.00 ",2,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",11,11,11,63,"4/19/2020",93,22,"12/1/2017","2/9/2020",92,9,9,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,3.2,"Brussels"
"3439",5565,18064303,"https://www.airbnb.com/rooms/18064303",124351554,"https://www.airbnb.com/users/show/124351554","Harold","4/5/2017","London, England, United Kingdom","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/87ce7ccf-5e6c-43c7-89a3-50d02fb4f2bb.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/87ce7ccf-5e6c-43c7-89a3-50d02fb4f2bb.jpg?aki_policy=profile_x_medium","Notre-Dame Aux Neiges",2,2,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85152,4.36672,"t","Apartment","Entire home/apt",3,1,2,3,"Real Bed",NA,"$300.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",2,2,0,0,NA,"Brussels"
"3440",5567,18073723,"https://www.airbnb.com/rooms/18073723",34196304,"https://www.airbnb.com/users/show/34196304","M鑼卨odie","5/25/2015","Brussels, Brussels, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/34196304/profile_pic/1432577999/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/34196304/profile_pic/1432577999/original.jpg?aki_policy=profile_x_medium","Dansaert",18,18,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84868,4.34716,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$48.00 ","","","$0.00 ","$35.00 ",2,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",20,38,68,202,"4/19/2020",216,48,"6/2/2017","3/8/2020",92,10,9,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",18,17,0,0,6.15,"Brussels"
"3441",5569,18081230,"https://www.airbnb.com/rooms/18081230",49280604,"https://www.airbnb.com/users/show/49280604","Maxime","11/17/2015","Ottawa, Ontario, Canada","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/5e47721f-fd89-464c-b9ca-eeb84eaadb91.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5e47721f-fd89-464c-b9ca-eeb84eaadb91.jpg?aki_policy=profile_x_medium","Notre-Dame Aux Neiges",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85265,4.36475,"t","House","Entire home/apt",4,1,1,2,"Real Bed",NA,"$50.00 ","","","$300.00 ","$59.00 ",2,"$4.00 ",3,25,3,3,1125,1125,3,1125,"t",0,0,0,0,"4/19/2020",3,0,"5/1/2017","6/23/2017",100,9,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,0.08,"Brussels"
"3442",5572,18101845,"https://www.airbnb.com/rooms/18101845",15462832,"https://www.airbnb.com/users/show/15462832","Claudia","5/13/2014","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/15462832/profile_pic/1399984044/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/15462832/profile_pic/1399984044/original.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'reviews']","t","f","Brussels, Brussels, Belgium","Squares","Bruxelles",NA,"Brussel","Brussels","","Brussels","Brussels, Belgium","BE","Belgium",50.84913,4.38296,"f","Apartment","Private room",2,2,1,1,"Real Bed",NA,"$25.00 ","","","","$5.00 ",2,"$0.00 ",1,7,1,1,7,7,1,7,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,0,1,0,NA,"Brussels"
"3443",5573,18104981,"https://www.airbnb.com/rooms/18104981",6965038,"https://www.airbnb.com/users/show/6965038","St鑼卲hane","6/17/2013","Brussels, Brussels, Belgium","within a few hours","100%","82%","t","https://a0.muscache.com/im/pictures/user/4b1906b9-92f2-48ce-9af4-92c08eebf188.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4b1906b9-92f2-48ce-9af4-92c08eebf188.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1020","Brussels","Bruxelles, Belgium","BE","Belgium",50.89615,4.36262,"f","Townhouse","Private room",3,1,1,2,"Real Bed",NA,"$35.00 ","","","$450.00 ","$10.00 ",1,"$28.00 ",2,10,2,2,10,10,2,10,"t",0,17,47,47,"4/19/2020",59,16,"12/7/2017","3/1/2020",96,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,2.05,"Brussels"
"3444",5578,18145698,"https://www.airbnb.com/rooms/18145698",85502350,"https://www.airbnb.com/users/show/85502350","Sabine","7/23/2016","Amsterdam, North Holland, Netherlands","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/5e71ccd2-c0ea-443e-8ec4-5a26686e4220.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5e71ccd2-c0ea-443e-8ec4-5a26686e4220.jpg?aki_policy=profile_x_medium","Uccle",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Uccle","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.82188,4.37,"t","Apartment","Entire home/apt",2,1,2,2,"Real Bed",NA,"$50.00 ","","","$0.00 ","$15.00 ",2,"$15.00 ",3,14,3,3,14,14,3,14,"t",0,0,0,0,"4/19/2020",58,13,"4/17/2017","3/7/2020",95,10,10,10,9,9,10,NA,"t","f","moderate","f","f",1,1,0,0,1.58,"Brussels"
"3445",5586,18187407,"https://www.airbnb.com/rooms/18187407",113861278,"https://www.airbnb.com/users/show/113861278","Eleonora","1/29/2017","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/ace9b4c6-787d-43e1-84f9-18d154abaf91.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ace9b4c6-787d-43e1-84f9-18d154abaf91.jpg?aki_policy=profile_x_medium","Bruxelles-Ville",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1020","Brussels","Bruxelles, Belgium","BE","Belgium",50.89635,4.36266,"t","Condominium","Entire home/apt",6,2.5,2,4,"Real Bed",NA,"$180.00 ","","","$1,000.00 ","$75.00 ",16,"$0.00 ",4,45,4,4,45,45,4,45,"t",0,0,0,0,"4/19/2020",9,0,"4/27/2017","10/7/2018",98,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.25,"Brussels"
